frame,id,x,y,w,h
2,1,859,188,32,60
2,2,813,465,66,91
2,3,455,160,35,67
2,4,908,125,25,52
2,5,164,265,46,82
2,6,1086,344,49,95
2,7,394,155,34,61
2,8,728,85,27,43
2,9,737,193,35,69
2,11,580,94,25,52
2,12,409,419,55,78
2,13,1152,256,42,83
2,14,533,428,42,89
3,1,870,187,33,61
3,2,823,463,64,88
3,3,469,161,34,65
3,4,920,125,25,52
3,5,176,265,45,81
3,6,1084,344,49,95
3,7,408,154,33,61
3,8,740,85,27,42
3,9,748,192,36,71
3,11,593,95,25,51
3,12,417,417,56,81
3,13,1161,256,40,82
3,14,534,428,41,86
4,1,882,187,33,62
4,2,831,462,61,83
4,3,482,161,34,65
4,4,933,124,25,53
4,5,184,265,46,81
4,6,1087,344,48,96
4,7,421,154,33,61
4,8,751,84,27,44
4,9,758,192,37,72
4,11,606,96,24,51
4,12,427,415,56,83
4,13,1169,256,41,83
4,14,538,428,42,89
5,1,891,186,34,62
5,2,838,460,61,85
5,3,494,160,34,65
5,4,946,124,26,54
5,5,193,266,44,80
5,6,1093,346,47,95
5,7,432,154,33,61
5,8,764,85,26,43
5,9,769,192,37,74
5,11,619,96,25,50
5,12,433,414,59,86
5,13,1180,256,41,84
5,14,540,426,42,91
5,17,500,437,47,76
6,1,901,187,34,61
6,2,845,458,62,86
6,3,505,159,35,66
6,4,958,124,26,54
6,5,200,267,44,79
6,6,1100,348,45,91
6,7,443,154,33,61
6,8,777,85,26,43
6,9,780,193,37,73
6,11,632,96,24,50
6,12,437,413,59,85
6,13,1191,255,42,87
6,14,544,425,42,91
6,17,500,438,49,78
7,1,912,186,35,63
7,2,853,455,64,90
7,3,516,159,35,66
7,4,971,124,26,55
7,5,208,267,43,78
7,6,1111,348,46,93
7,7,454,153,32,62
7,8,788,85,25,43
7,9,790,195,36,71
7,11,643,95,25,50
7,12,443,412,59,85
7,13,1200,255,43,87
7,14,550,421,41,91
7,17,500,443,48,77
8,1,923,186,35,64
8,2,859,451,68,94
8,3,528,158,34,67
8,4,983,124,26,56
8,5,217,266,43,79
8,6,1115,347,45,94
8,7,466,153,31,62
8,8,802,85,26,44
8,9,801,197,34,70
8,11,654,95,25,51
8,12,452,412,58,84
8,13,1209,255,44,88
8,14,556,418,40,90
8,17,507,445,45,75
9,1,934,187,34,63
9,2,867,448,66,92
9,3,540,158,34,67
9,4,995,126,27,55
9,5,227,264,44,81
9,6,1120,346,47,97
9,7,479,154,31,61
9,8,815,85,26,44
9,9,810,197,33,69
9,11,665,95,25,51
9,12,461,412,56,82
9,13,1219,257,44,85
9,14,561,413,40,92
9,17,513,447,45,73
9,18,737,224,41,73
10,1,942,187,34,63
10,2,874,446,64,89
10,3,553,158,33,67
10,4,1008,127,25,55
10,5,237,263,44,82
10,6,1126,346,48,96
10,7,491,154,31,62
10,8,828,85,26,44
10,9,820,197,33,70
10,11,677,94,25,52
10,12,465,411,60,89
10,13,1226,258,42,85
10,14,568,411,40,93
10,17,516,449,45,73
10,18,751,224,40,73
11,1,953,186,33,64
11,2,880,445,63,88
11,3,566,159,33,67
11,4,1021,127,25,55
11,5,245,263,45,81
11,6,1128,346,47,95
11,7,503,155,31,61
11,8,841,87,26,42
11,9,830,196,34,71
11,11,690,95,25,52
11,12,471,410,61,91
11,13,1237,261,41,82
11,14,573,409,42,96
11,17,518,451,45,74
11,18,765,224,39,73
12,1,964,186,33,64
12,2,885,444,62,88
12,3,580,159,32,67
12,4,1034,127,25,55
12,5,253,263,45,82
12,6,1123,348,47,92
12,7,515,156,31,61
12,8,855,87,26,42
12,9,841,196,34,72
12,11,703,95,25,53
12,12,477,409,62,92
12,13,1244,261,40,83
12,14,572,409,47,105
12,17,520,453,46,74
12,18,775,224,40,73
13,1,975,186,33,65
13,2,890,444,63,90
13,3,592,160,33,66
13,4,1047,127,25,55
13,5,262,265,44,79
13,6,1125,349,45,90
13,7,528,156,31,61
13,8,867,87,25,43
13,9,850,197,34,72
13,11,715,96,25,52
13,12,484,408,62,94
13,13,1253,260,36,77
13,14,575,409,49,107
13,17,523,454,45,75
13,18,789,224,40,74
14,1,985,186,34,66
14,2,897,443,63,92
14,3,604,161,33,66
14,4,1060,128,25,54
14,5,267,265,44,79
14,6,1128,352,44,88
14,7,540,157,30,61
14,8,879,87,25,43
14,9,859,198,35,71
14,11,727,98,26,51
14,12,490,407,64,95
14,13,1261,260,36,76
14,14,585,408,44,94
14,17,525,456,46,75
14,18,800,224,40,74
15,1,993,187,35,65
15,2,903,441,63,92
15,3,616,162,33,65
15,4,1072,128,26,55
15,5,272,265,42,79
15,6,1136,353,41,82
15,7,551,157,30,61
15,8,890,88,25,42
15,9,868,198,36,72
15,11,739,99,25,51
15,12,496,406,65,96
15,13,1270,261,35,75
15,14,590,408,41,90
15,17,527,458,46,75
15,18,811,224,40,74
16,1,1004,189,34,63
16,2,903,440,59,88
16,3,627,162,33,66
16,4,1083,129,26,55
16,5,279,264,42,82
16,6,1146,354,43,87
16,7,562,157,30,61
16,8,901,88,24,42
16,9,878,200,35,70
16,11,750,100,25,50
16,12,502,405,66,98
16,13,1278,261,35,75
16,14,591,407,43,97
16,17,530,460,46,75
16,18,822,224,39,76
17,1,1014,192,34,61
17,2,904,439,57,87
17,3,638,163,33,65
17,4,1093,131,27,54
17,5,287,264,43,83
17,6,1149,353,44,92
17,7,573,158,28,60
17,8,913,88,23,43
17,9,887,201,34,69
17,11,761,100,25,51
17,12,508,404,67,99
17,13,1286,262,35,73
17,14,595,407,42,95
17,17,532,462,46,76
17,18,833,224,39,76
18,1,1024,193,33,61
18,2,906,439,54,87
18,3,648,162,32,67
18,4,1103,134,29,53
18,5,294,264,43,84
18,6,1152,353,45,94
18,7,583,158,28,62
18,8,924,88,24,44
18,9,894,202,33,68
18,11,771,101,25,51
18,12,542,416,50,78
18,13,1295,262,34,73
18,14,598,407,41,96
18,17,532,449,41,64
18,18,844,224,39,76
19,1,1031,193,33,61
19,2,915,439,54,86
19,3,658,163,32,67
19,4,1114,136,29,53
19,5,299,265,43,84
19,6,1157,352,45,96
19,7,594,159,27,62
19,8,935,90,24,44
19,9,900,202,33,70
19,11,782,101,25,52
19,12,532,415,58,89
19,13,1303,263,34,71
19,14,602,408,40,94
19,17,534,450,40,63
19,18,852,226,39,76
20,1,1038,192,33,63
20,2,917,438,53,87
20,3,667,163,31,68
20,4,1126,138,29,52
20,5,306,267,43,82
20,6,1159,352,47,97
20,7,603,159,27,63
20,8,945,91,24,45
20,9,907,202,33,72
20,11,792,101,25,53
20,12,553,415,52,82
20,13,1312,263,33,71
20,14,606,408,40,96
20,17,536,451,40,62
20,18,862,227,39,77
21,1,1047,192,33,64
21,2,920,438,54,89
21,3,677,163,30,69
21,4,1137,140,30,52
21,5,313,269,42,81
21,6,1159,353,49,95
21,7,612,160,27,63
21,8,955,92,23,44
21,9,915,202,33,73
21,11,802,101,24,54
21,12,562,415,48,77
21,13,1320,263,33,70
21,14,610,407,42,101
21,17,538,451,40,62
21,18,873,229,37,76
22,1,1055,192,33,66
22,2,922,435,56,93
22,3,687,163,29,69
22,4,1147,141,30,52
22,5,318,270,40,80
22,6,1156,355,48,92
22,7,621,161,27,63
22,8,963,92,24,45
22,9,923,203,33,73
22,11,812,101,23,55
22,12,564,414,47,76
22,13,1328,264,33,69
22,14,618,406,42,103
22,17,513,458,43,64
22,18,883,231,37,74
23,1,1062,193,32,65
23,2,922,433,55,90
23,3,694,163,30,70
23,4,1156,140,30,53
23,5,321,270,39,80
23,6,1153,357,48,91
23,7,628,162,28,62
23,8,970,92,23,46
23,9,928,205,33,71
23,11,818,101,24,55
23,12,566,413,46,75
23,13,1337,264,32,68
23,14,621,405,43,104
23,17,516,459,43,63
23,18,891,232,37,74
24,1,1065,194,32,64
24,2,916,431,55,89
24,3,699,164,29,70
24,4,1162,139,31,55
24,5,322,269,38,82
24,6,1155,359,48,90
24,7,633,162,29,63
24,8,975,93,23,46
24,9,931,207,32,70
24,11,823,102,24,55
24,12,567,413,46,74
24,13,1345,265,32,67
24,14,622,404,43,103
24,17,517,460,44,63
24,18,901,232,37,75
25,1,1067,196,31,60
25,2,907,430,54,89
25,3,701,164,30,70
25,4,1165,139,32,56
25,5,320,267,39,85
25,6,1154,360,46,90
25,7,637,163,28,62
25,8,985,94,23,46
25,9,932,209,29,67
25,11,826,102,24,56
25,12,569,412,45,74
25,13,1354,265,31,67
25,14,622,403,44,103
25,17,514,461,44,61
25,18,911,233,37,74
25,21,154,689,39,30
26,1,1067,198,29,59
26,2,895,430,52,88
26,3,702,164,31,71
26,4,1168,138,32,58
26,5,315,267,40,85
26,6,1151,360,45,90
26,7,638,163,29,61
26,8,995,94,23,47
26,9,929,210,29,65
26,11,828,103,24,55
26,12,564,413,44,73
26,13,1362,266,31,65
26,14,619,402,46,104
26,17,511,459,45,62
26,18,921,234,37,74
26,21,156,689,39,31
27,1,1065,199,28,57
27,2,886,431,51,88
27,3,703,164,30,71
27,4,1171,138,31,58
27,5,310,268,40,84
27,6,1145,360,44,90
27,7,638,163,28,61
27,8,1005,95,22,47
27,9,926,210,28,67
27,11,828,105,24,53
27,12,560,414,46,73
27,13,1370,266,31,65
27,14,615,406,45,98
27,17,507,458,46,63
27,18,931,234,37,75
27,21,158,690,38,30
27,22,975,95,16,46
28,1,1061,200,28,58
28,2,879,430,51,88
28,3,702,164,31,70
28,4,1173,138,32,58
28,5,306,269,40,84
28,6,1133,360,45,90
28,7,636,162,28,62
28,8,1015,95,22,47
28,9,923,209,27,68
28,11,828,106,24,52
28,12,557,415,46,72
28,13,1379,267,29,63
28,14,605,408,43,91
28,17,501,455,48,66
28,18,942,235,36,74
28,21,159,690,37,30
28,22,974,94,16,47
29,1,1057,200,28,59
29,2,872,428,50,86
29,3,701,164,30,70
29,4,1173,138,33,59
29,5,302,270,39,84
29,6,1121,360,46,90
29,7,634,162,27,62
29,8,1025,96,22,47
29,9,920,209,27,67
29,11,826,106,25,52
29,12,553,416,46,71
29,13,1387,267,29,63
29,14,596,411,44,93
29,17,500,455,47,67
29,18,952,236,36,74
29,21,159,691,37,29
29,22,973,95,16,46
30,1,1054,199,28,60
30,2,869,427,50,85
30,3,699,163,29,70
30,4,1174,139,32,59
30,5,298,270,38,84
30,6,1112,361,45,87
30,7,639,162,27,62
30,8,1034,96,23,48
30,9,915,209,28,69
30,11,825,106,24,52
30,12,550,415,47,72
30,13,1396,267,28,62
30,14,595,411,44,93
30,17,482,447,55,78
30,18,962,236,36,75
30,21,159,691,36,29
30,22,971,96,16,45
31,1,1050,199,28,62
31,2,867,426,49,85
31,3,696,163,29,69
31,4,1173,140,32,58
31,5,294,270,37,84
31,6,1101,363,46,85
31,7,644,162,27,63
31,8,1044,97,23,48
31,9,917,209,28,70
31,11,823,106,24,51
31,12,550,413,48,74
31,13,1404,268,28,61
31,14,595,411,44,93
31,17,477,445,56,80
31,18,972,237,37,74
31,21,159,691,36,29
31,22,970,96,15,44
32,1,1045,198,29,64
32,2,864,425,50,84
32,3,693,163,28,70
32,4,1173,141,31,57
32,5,289,270,36,84
32,6,1093,364,46,84
32,7,649,163,27,62
32,8,1054,97,23,48
32,9,902,209,29,71
32,11,821,105,24,52
32,12,549,409,52,79
32,13,1412,268,28,60
32,14,595,412,43,92
32,17,472,442,56,84
32,18,982,238,37,74
32,21,159,692,36,28
32,22,967,96,16,44
33,1,1041,198,29,65
33,2,862,424,49,84
33,3,690,163,27,69
33,4,1172,141,31,57
33,5,283,270,36,86
33,6,1088,364,46,84
33,7,654,163,27,62
33,8,1064,98,23,48
33,9,895,210,28,70
33,11,819,105,23,52
33,12,547,406,58,89
33,13,1421,269,27,59
33,14,594,412,43,92
33,17,467,439,56,86
33,18,992,238,37,75
33,21,158,692,36,28
33,22,965,96,16,45
33,27,622,162,17,63
33,28,805,423,49,97
34,1,1038,200,29,64
34,2,859,423,49,84
34,3,687,163,26,69
34,4,1171,141,31,57
34,5,278,270,36,86
34,6,1084,364,46,84
34,7,660,163,26,63
34,8,1074,98,23,49
34,9,891,211,26,69
34,11,819,115,19,43
34,12,544,409,57,89
34,13,1429,269,27,59
34,14,581,404,29,65
34,17,461,435,57,90
34,18,1002,239,37,74
34,21,158,693,35,27
34,22,962,95,18,47
34,27,620,163,17,62
34,28,796,420,50,98
35,1,1035,200,28,64
35,2,857,422,48,83
35,3,684,163,26,70
35,4,1171,141,31,57
35,5,271,272,36,84
35,6,1080,361,47,88
35,7,665,163,27,63
35,8,1083,99,24,49
35,9,885,211,27,69
35,11,814,107,23,50
35,12,533,408,59,93
35,13,1438,270,26,57
35,14,579,403,28,62
35,17,457,433,57,92
35,18,1013,240,36,74
35,21,158,693,35,27
35,22,961,96,17,46
35,27,619,163,17,62
35,28,788,417,48,96
36,1,1032,201,28,63
36,2,854,421,49,83
36,3,681,163,27,70
36,4,1171,141,32,57
36,5,264,273,36,84
36,6,1075,359,47,90
36,7,670,163,27,63
36,8,1093,99,24,49
36,9,881,211,26,68
36,11,812,105,24,53
36,12,525,408,60,93
36,13,1446,270,26,57
36,14,577,404,35,75
36,17,453,430,59,97
36,18,1023,241,36,74
36,21,158,693,35,27
36,22,960,95,18,47
36,27,617,163,18,62
36,28,778,415,46,93
37,1,1030,202,28,62
37,2,852,420,48,82
37,3,679,164,27,69
37,4,1172,140,32,58
37,5,257,274,37,83
37,6,1068,358,47,91
37,7,675,164,27,62
37,8,1103,100,24,49
37,9,877,210,26,68
37,11,810,104,24,52
37,12,522,408,60,95
37,13,1454,271,26,55
37,14,578,405,36,79
37,17,450,429,60,99
37,18,1033,241,36,74
37,21,158,693,35,27
37,22,959,94,18,48
37,27,615,164,19,62
37,28,764,414,45,92
38,1,1028,201,27,64
38,2,849,419,48,82
38,3,677,165,27,68
38,4,1173,140,32,58
38,5,253,276,37,81
38,6,1060,357,49,92
38,7,680,164,27,63
38,8,1113,100,24,50
38,9,873,210,26,69
38,11,808,105,24,53
38,12,520,408,62,97
38,13,1463,271,25,55
38,14,582,408,35,79
38,17,447,428,61,103
38,18,1043,242,37,74
38,21,158,694,35,26
38,22,958,95,18,48
38,27,612,164,20,62
38,28,750,414,46,94
39,1,1026,201,27,64
39,2,847,418,48,81
39,3,676,165,28,69
39,4,1175,140,31,59
39,5,249,276,39,82
39,6,1054,358,49,91
39,7,685,164,27,63
39,8,1123,101,24,50
39,9,869,210,26,70
39,11,806,105,24,53
39,12,517,406,62,100
39,13,1471,271,25,54
39,14,584,409,35,79
39,17,445,428,60,106
39,18,1053,243,37,74
39,21,158,694,35,26
39,22,957,95,18,48
39,27,610,164,20,62
39,28,735,415,45,92
39,32,1263,283,16,85
40,1,1023,201,28,65
40,2,844,417,48,81
40,3,674,166,29,68
40,4,1175,140,31,59
40,5,247,277,39,82
40,6,1048,359,50,90
40,7,690,164,27,63
40,8,1133,101,24,50
40,9,863,211,28,71
40,11,805,106,24,53
40,12,513,404,61,101
40,13,1480,272,24,53
40,14,586,410,37,80
40,17,443,429,59,106
40,18,1063,243,37,74
40,21,158,694,35,26
40,22,956,95,18,49
40,27,608,165,20,62
40,28,723,417,44,89
40,32,1260,282,16,85
41,1,1020,201,28,66
41,2,842,416,47,81
41,3,672,166,29,68
41,4,1176,140,30,59
41,5,245,276,40,83
41,6,1045,360,47,85
41,7,696,165,27,62
41,8,1142,102,25,50
41,9,858,212,28,72
41,11,804,106,24,54
41,12,509,400,60,104
41,13,1488,272,24,53
41,14,587,411,37,78
41,17,440,430,58,105
41,18,1074,244,36,74
41,21,158,694,34,26
41,22,954,95,18,49
41,27,606,165,21,62
41,28,711,420,43,88
41,32,1257,281,16,84
42,1,1017,201,28,67
42,2,839,415,47,80
42,3,670,167,29,68
42,4,1176,142,30,58
42,5,243,275,41,84
42,6,1039,363,48,87
42,7,701,165,27,63
42,8,1152,102,25,51
42,9,854,215,28,70
42,11,803,106,25,54
42,12,504,399,59,104
42,13,1496,273,24,51
42,14,590,410,38,79
42,17,436,430,58,105
42,18,1084,245,36,74
42,21,157,694,35,25
42,22,953,96,18,49
42,27,605,165,20,63
42,28,702,424,44,86
42,32,1251,281,18,87
43,1,1014,203,28,66
43,2,837,414,47,80
43,3,668,167,29,69
43,4,1176,144,29,57
43,5,241,275,41,84
43,6,1033,366,49,87
43,7,706,165,27,63
43,8,1162,103,25,50
43,9,850,216,27,69
43,11,802,107,24,54
43,12,498,397,58,106
43,13,1505,273,23,51
43,14,593,408,39,80
43,17,432,430,59,106
43,18,1094,245,36,74
43,21,157,696,33,23
43,22,951,99,18,47
43,27,603,166,21,62
43,28,698,426,44,85
43,32,1244,282,21,87
44,1,1011,205,28,65
44,2,834,413,47,79
44,3,666,167,29,69
44,4,1176,146,29,56
44,5,239,274,40,85
44,6,1028,367,50,88
44,7,711,165,27,63
44,8,1172,103,24,51
44,9,845,218,26,68
44,11,800,107,25,54
44,12,492,395,56,108
44,14,597,406,40,80
44,17,429,430,59,107
44,18,1104,246,36,74
44,21,156,696,33,23
44,22,950,100,18,47
44,27,600,166,21,63
44,28,690,425,45,85
44,32,1239,283,21,87
45,1,1008,205,27,65
45,2,832,412,46,79
45,3,663,167,28,69
45,4,1176,147,28,56
45,5,235,273,39,86
45,6,1025,368,49,87
45,7,716,165,27,64
45,8,1182,104,24,51
45,9,839,218,26,68
45,11,799,108,24,53
45,12,485,395,55,108
45,14,603,404,40,82
45,17,426,430,59,107
45,18,1114,247,36,74
45,21,154,696,34,23
45,22,948,101,18,46
45,27,597,166,20,63
45,28,680,423,48,86
45,32,1233,284,23,88
46,1,1004,206,26,65
46,2,829,411,47,79
46,3,659,167,27,69
46,4,1175,149,28,54
46,5,231,273,38,85
46,6,1021,368,50,88
46,7,721,166,27,63
46,8,1192,104,24,52
46,9,833,218,26,69
46,11,799,108,20,44
46,12,478,395,53,106
46,14,604,404,39,81
46,17,423,431,58,108
46,18,1124,247,37,74
46,21,154,696,33,23
46,22,946,101,17,45
46,27,592,167,22,63
46,28,672,419,48,87
46,32,1227,286,24,86
47,1,999,206,27,65
47,2,827,410,46,78
47,3,656,167,26,69
47,4,1173,149,29,55
47,5,228,272,36,86
47,6,1018,369,50,87
47,7,796,122,17,41
47,8,1201,105,25,51
47,9,826,218,27,69
47,11,797,108,20,46
47,12,470,397,52,105
47,14,608,400,40,86
47,17,420,435,56,105
47,18,1134,248,37,74
47,21,154,696,33,23
47,22,944,101,17,46
47,27,588,167,22,63
47,28,666,416,47,84
47,32,1221,287,24,86
48,1,993,206,27,66
48,2,824,409,46,78
48,3,651,167,26,70
48,4,1171,149,31,55
48,5,223,272,36,86
48,6,1014,370,50,89
48,7,805,119,17,40
48,8,1211,106,25,51
48,9,819,218,28,71
48,11,793,108,22,51
48,12,464,399,49,105
48,14,614,397,40,85
48,17,415,435,57,107
48,18,1145,249,36,74
48,21,153,696,33,24
48,22,941,103,17,44
48,27,584,167,23,63
48,28,660,412,47,84
48,32,1213,288,26,85
49,1,987,207,27,66
49,2,822,408,45,77
49,3,647,168,25,69
49,4,1169,149,32,55
49,5,217,273,35,86
49,6,1009,372,50,88
49,7,813,117,17,39
49,8,1221,106,25,52
49,9,811,219,29,72
49,11,789,109,23,53
49,12,458,402,47,102
49,14,617,396,39,80
49,17,411,438,55,105
49,18,1155,249,36,74
49,21,153,697,32,23
49,22,938,103,17,45
49,27,580,168,24,63
49,28,656,433,34,61
49,32,1206,289,26,85
50,1,981,209,27,65
50,2,819,406,46,78
50,3,640,169,25,69
50,4,1167,149,32,55
50,5,210,273,34,87
50,6,1002,375,51,88
50,7,822,115,16,38
50,8,1231,107,25,52
50,9,805,220,29,72
50,11,785,109,22,54
50,12,451,402,47,103
50,14,616,395,37,78
50,17,407,441,54,102
50,18,1165,250,36,74
50,21,153,697,32,23
50,22,934,102,17,46
50,27,576,168,24,63
50,28,651,438,31,55
50,32,1197,289,29,87
51,1,975,210,27,65
51,2,817,405,45,77
51,3,634,169,25,69
51,4,1165,148,34,57
51,5,203,273,34,87
51,6,997,378,50,87
51,7,831,113,15,37
51,8,1241,107,25,52
51,9,797,222,30,70
51,11,779,110,23,54
51,12,446,401,45,104
51,14,616,394,37,79
51,17,402,442,54,102
51,18,1175,251,36,74
51,21,153,697,31,23
51,22,930,103,17,46
51,27,571,169,24,63
51,28,640,410,46,82
51,32,1187,289,31,89
52,1,970,212,26,64
52,2,814,404,45,77
52,3,627,170,27,68
52,4,1162,148,35,57
52,5,195,274,34,87
52,6,992,380,51,87
52,7,840,111,15,36
52,8,1251,108,25,52
52,9,788,223,30,70
52,11,774,111,23,54
52,12,438,401,45,105
52,14,613,393,40,82
52,17,397,442,55,103
52,18,1185,251,36,74
52,21,153,698,31,22
52,22,925,104,18,46
52,27,566,169,25,63
52,28,635,401,48,87
52,32,1177,291,32,89
53,1,964,213,26,63
53,2,812,403,45,77
53,3,621,170,27,69
53,4,1160,148,35,58
53,5,189,275,33,86
53,6,986,381,52,89
53,7,849,109,14,34
53,8,1260,108,26,53
53,9,780,224,30,70
53,11,768,112,22,54
53,12,429,400,44,103
53,14,611,391,41,83
53,17,393,443,54,103
53,18,1195,252,37,74
53,21,152,698,31,22
53,22,920,105,18,47
53,27,560,170,24,62
53,28,631,397,47,86
53,32,1167,294,33,88
54,1,957,214,27,63
54,2,809,402,45,76
54,3,615,172,27,68
54,4,1158,148,33,59
54,5,182,277,34,85
54,6,981,382,54,90
54,7,857,107,14,33
54,8,1270,109,26,53
54,9,772,224,31,72
54,11,763,113,22,54
54,12,423,397,38,91
54,14,612,390,40,80
54,17,390,442,54,104
54,21,152,698,30,22
54,22,915,107,17,46
54,27,553,171,24,62
54,28,626,396,46,83
54,32,1158,297,33,87
55,1,951,214,27,65
55,2,807,401,44,76
55,3,608,173,29,69
55,4,1154,149,33,58
55,5,176,278,34,85
55,6,979,382,54,91
55,7,866,105,14,32
55,9,765,225,31,73
55,11,757,114,21,54
55,12,418,396,32,75
55,14,613,389,40,80
55,17,386,444,54,104
55,21,152,699,30,21
55,22,909,108,17,46
55,27,545,171,24,63
55,28,621,390,48,88
55,32,1147,300,33,84
56,1,944,214,27,66
56,2,804,400,44,75
56,3,601,174,29,68
56,4,1149,151,32,58
56,5,169,278,35,86
56,6,978,382,55,92
56,7,875,103,13,31
56,9,757,226,30,74
56,11,750,116,22,53
56,12,411,395,28,65
56,14,614,388,40,80
56,17,381,445,53,102
56,21,152,699,29,21
56,22,903,110,17,45
56,27,537,172,23,63
56,28,615,388,50,90
56,32,1136,302,35,83
57,1,937,215,27,67
57,2,802,399,44,75
57,3,594,175,29,68
57,4,1144,153,31,57
57,5,163,279,34,85
